    1   11   11    1   0.0000
    2   11   12    1   0.0042
    3   11   13    1  -0.0753
    4   11   14    1  -0.0500
    5   11   15    1  -0.0269
    6   11   16    1   0.0073
    7   11   17    1  -0.0943
    8   11   21    1   0.1582
    9   11   22    1   0.0374
   10   11   23    1  -0.0193
   11   11   24    1   0.1252
   12   11   25    1   0.1825
   13   11   31    1   0.0718
   14   11   41    1   0.2579
   15   11   42    1   0.4078
   16   11   51    1   0.1821
   17   11   52    1   0.4263
   18   11   53    1   0.4608
   19   11   61    1   0.1540
   20   11   71    1   0.0713
   21   11   72    1   0.0734
   22   11   73    1   0.1274
   23   11   74    1   0.3009
   24   11   91    1   0.0393
   25   12   12    1   0.0000
   26   12   13    1  -0.0866
   27   12   14    1  -0.0192
   28   12   15    1   0.0333
   29   12   16    1   0.0118
   30   12   17    1  -0.1098
   31   12   21    1   0.0820
   32   12   22    1   0.0026
   33   12   23    1  -0.0271
   34   12   24    1   0.1406
   35   12   25    1   0.4897
   36   12   31    1   0.0441
   37   12   41    1   0.2986
   38   12   42    1   0.4154
   39   12   51    1   0.2406
   40   12   52    1   0.4307
   41   12   53    1   0.4509
   42   12   61    1   0.2128
   43   12   71    1   0.0625
   44   12   72    1   0.0844
   45   12   73    1   0.1257
   46   12   74    1   0.2728
   47   12   91    1   0.0000
   48   13   13    1   0.0000
   49   13   14    1   0.0693
   50   13   15    1   0.0302
   51   13   16    1   0.0839
   52   13   17    1  -0.0297
   53   13   21    1   0.1522
   54   13   22    1   0.0069
   55   13   23    1   0.0388
   56   13   24    1   0.2193
   57   13   25    1   0.2406
   58   13   31    1   0.1336
   59   13   41    1   0.3529
   60   13   42    1   0.5230
   61   13   51    1   0.2242
   62   13   52    1   0.4296
   63   13   53    1   0.5077
   64   13   71    1   0.1055
   65   13   72    1   0.1123
   66   13   73    1   0.1253
   67   13   74    1   0.2752
   68   13   91    1   0.1292
   69   14   14    1   0.0000
   70   14   15    1  -0.0308
   71   14   16    1   0.0206
   72   14   17    1  -0.0895
   73   14   22    1   0.0670
   74   14   23    1  -0.0432
   75   14   24    1   0.1394
   76   14   25    1   0.0070
   77   14   31    1   0.0901
   78   14   41    1   0.2828
   79   14   42    1   0.4820
   80   14   51    1   0.1826
   81   14   52    1   0.4319
   82   14   53    1   0.4840
   83   14   71    1   0.1115
   84   14   72    1   0.0486
   85   14   73    1   0.1106
   86   14   74    1   0.2601
   87   14   91    1   0.0928
   88   15   15    1   0.0000
   89   15   16    1   0.0040
   90   15   17    1  -0.1070
   91   15   21    1   0.0558
   92   15   22    1   0.0062
   93   15   23    1  -0.0543
   94   15   24    1   0.0520
   95   15   25    1   0.0798
   96   15   31    1   0.0286
   97   15   41    1   0.3987
   98   15   42    1   0.3545
   99   15   51    1   0.2251
  100   15   52    1   0.4586
  101   15   53    1   0.4018
  102   15   61    1   0.2343
  103   15   71    1   0.0021
  104   15   72    1   0.0899
  105   15   73    1   0.2338
  106   15   74    1   0.2886
  107   15   91    1   0.0575
  108   16   16    1   0.0000
  109   16   17    1  -0.1075
  110   16   21    1   0.0816
  111   16   22    1  -0.0074
  112   16   23    1  -0.0452
  113   16   24    1   0.1394
  114   16   25    1   0.1877
  115   16   31    1   0.0451
  116   16   41    1   0.3270
  117   16   42    1   0.3895
  118   16   51    1   0.2269
  119   16   52    1   0.4285
  120   16   53    1   0.4445
  121   16   61    1   0.1938
  122   16   71    1   0.0349
  123   16   72    1   0.0784
  124   16   73    1   0.1401
  125   16   74    1   0.2859
  126   16   91    1   0.0000
  127   17   17    1   0.0000
  128   17   21    1   0.1929
  129   17   22    1   0.0799
  130   17   23    1   0.0635
  131   17   24    1   0.2190
  132   17   25    1   0.2100
  133   17   31    1   0.1703
  134   17   41    1   0.4597
  135   17   42    1   0.4543
  136   17   51    1   0.3273
  137   17   52    1   0.5416
  138   17   53    1   0.5169
  139   17   71    1   0.1402
  140   17   72    1   0.1660
  141   17   73    1   0.2312
  142   17   74    1   0.3528
  143   17   91    1   0.1369
  144   21   21    1   0.0000
  145   21   22    1  -0.0302
  146   21   23    1  -0.1185
  147   21   24    1   0.0867
  148   21   31    1  -0.0517
  149   21   41    1   0.2527
  150   21   42    1   0.2947
  151   21   51    1   0.0757
  152   21   52    1   0.3531
  153   21   53    1   0.3359
  154   21   61    1   0.1037
  155   21   71    1  -0.0204
  156   21   72    1  -0.0369
  157   21   73    1   0.0876
  158   21   74    1   0.1898
  159   21   91    1  -0.2048
  160   22   22    1   0.0000
  161   22   23    1  -0.0327
  162   22   24    1   0.1326
  163   22   25    1   0.0235
  164   22   31    1  -0.0059
  165   22   41    1   0.1682
  166   22   42    1   0.3046
  167   22   51    1   0.1593
  168   22   52    1   0.3657
  169   22   53    1   0.3322
  170   22   71    1  -0.0155
  171   22   72    1  -0.0015
  172   22   73    1   0.0838
  173   22   74    1   0.2067
  174   22   91    1  -0.0865
  175   23   23    1   0.0000
  176   23   24    1   0.1794
  177   23   31    1   0.0202
  178   23   41    1   0.2538
  179   23   42    1   0.4175
  180   23   51    1   0.2024
  181   23   53    1   0.3418
  182   23   61    1   0.1766
  183   23   71    1   0.0561
  184   23   72    1   0.0642
  185   23   73    1   0.1802
  186   23   91    1  -0.0497
  187   24   24    1   0.0000
  188   24   25    1   0.1043
  189   24   31    1  -0.0985
  190   24   41    1   0.1287
  191   24   42    1   0.1498
  192   24   51    1   0.0315
  193   24   52    1   0.1731
  194   24   53    1   0.2714
  195   24   61    1   0.1150
  196   24   71    1  -0.0554
  197   24   72    1  -0.0603
  198   24   73    1   0.0192
  199   24   74    1   0.1171
  200   24   91    1  -0.2444
  201   25   91    1  -0.1634
  202   31   31    1   0.0000
  203   31   41    1   0.2229
  204   31   42    1   0.2336
  205   31   51    1   0.0442
  206   31   52    1   0.2152
  207   31   53    1   0.2093
  208   31   61    1   0.0083
  209   31   71    1   0.0375
  210   31   72    1   0.0014
  211   31   73    1   0.0699
  212   31   74    1   0.1712
  213   31   91    1  -0.2010
  214   41   41    1   0.0000
  215   41   42    1   0.2762
  216   41   51    1  -0.1072
  217   41   61    1   0.0592
  218   41   71    1  -0.2769
  219   41   72    1  -0.2065
  220   41   73    1  -0.1309
  221   41   74    1   0.0181
  222   41   91    1  -0.1593
  223   42   42    1   0.0000
  224   42   51    1  -0.3626
  225   42   52    1   0.0675
  226   42   71    1  -0.1976
  227   42   72    1  -0.3077
  228   42   73    1  -0.2425
  229   42   91    1  -0.3756
  230   51   51    1   0.0000
  231   51   52    1   0.2576
  232   51   53    1   0.2971
  233   51   61    1  -0.0936
  234   51   71    1  -0.0547
  235   51   72    1  -0.0260
  236   51   73    1   0.1105
  237   51   91    1  -0.1718
  238   52   52    1   0.0000
  239   52   72    1  -0.2350
  240   52   91    1  -0.4040
  241   53   71    1  -0.2041
  242   53   72    1  -0.2761
  243   53   73    1  -0.1970
  244   53   74    1  -0.1490
  245   53   91    1  -0.4588
  246   61   72    1  -0.0555
  247   61   91    1  -0.0258
  248   12   12    2   0.0000
  249   12   15    2  -0.0631
  250   13   23    2   0.0547
  251   13   24    2   0.2877
  252   13   25    2   0.1624
  253   13   41    2   0.2496
  254   13   42    2   0.6836
  255   14   31    2   0.2391
  256   14   32    2   0.1890
  257   14   33    2   0.2755
  258   14   51    2   0.2834
  259   14   52    2   0.4447
  260   14   53    2   0.5617
  261   15   15    2   0.0000
  262   15   24    2   0.2204
  263   15   31    2   0.2335
  264   15   42    2   0.7150
  265   15   51    2   0.3429
  266   15   52    2   0.3052
  267   23   24    2   0.1731
  268   24   24    2   0.0000
  269   24   25    2   0.0040
  270   24   31    2  -0.0467
  271   24   41    2   0.0535
  272   24   42    2   0.4287
  273   24   51    2   0.1684
  274   24   52    2   0.3764
  275   24   53    2   0.4265
  276   25   25    2   0.0000
  277   31   41    2   0.1315
  278   31   42    2   0.2707
  279   31   51    2   0.1583
  280   31   52    2   0.2718
  281   31   53    2   0.2792
  282   41   41    2   0.0000
  283   42   51    2  -0.5630
  284   51   52    2   0.3295
  285   15   15    3   0.0000
  286   15   25    3   0.3258
